City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tabou,4.423,-7.3528,24.46,91,86,3.16,CI,1694913120
365,kuching,1.55,110.3333,28.94,78,20,2.24,MY,1694913121
366,stornoway,58.2093,-6.3865,3.98,93,0,0.0,GB,1694913122
367,ritchie,-29.038,24.6028,6.47,47,100,4.21,ZA,1694913122
368,walvis bay,-22.9575,14.5053,10.61,84,0,4.64,NA,1694912900
369,labuan,5.2767,115.2417,27.42,75,58,2.08,MY,1694913123
370,mahanje,-9.9333,35.3333,14.9,71,30,1.74,TZ,1694913124
371,port alfred,-33.5906,26.891,12.88,54,100,3.13,ZA,1694912937
372,kurchum,48.5722,83.6542,11.56,70,8,2.27,KZ,1694913125
373,coquimbo,-29.9533,-71.3436,14.22,87,12,0.39,CL,1694913066
374,ammanford,51.7928,-3.9883,16.98,89,100,4.16,GB,1694913127
375,gazojak,41.1875,61.4036,16.31,35,2,4.34,TM,1694913127
376,zherdevka,51.8486,41.4606,12.06,77,14,3.29,RU,1694913128
377,vallegrande,-18.4897,-64.1069,13.98,77,0,3.56,BO,1694913128
378,winnemucca,40.973,-117.7357,29.03,13,0,1.54,US,1694913129
379,clearwater,27.9659,-82.8001,29.49,75,100,4.02,US,1694912841
380,olyokminsk,60.3736,120.4264,6.44,50,65,1.3,RU,1694913130
381,castlegar,49.2998,-117.6689,25.72,32,0,1.56,CA,1694913131
382,grand-bassam,5.2118,-3.7388,24.98,92,100,3.39,CI,1694913132
383,hilo,19.7297,-155.09,29.6,67,20,4.12,US,1694912873
384,chaah,2.249,103.048,27.28,81,1,1.39,MY,1694913133
385,alto barinas,8.5931,-70.2261,25.76,79,46,1.75,VE,1694913133
386,chiras,35.4167,65.9823,7.28,54,0,0.34,AF,1694913134
387,gadzhiyevo,69.2551,33.3362,6.25,81,42,2.28,RU,1694913134
388,vila velha,-20.3297,-40.2925,21.97,88,40,1.54,BR,1694912980
389,asadabad,34.7824,48.1185,17.11,46,0,1.97,IR,1694913136
390,canete,-37.8,-73.4,5.96,91,56,1.12,CL,1694913137
391,youkounkoun,12.5333,-13.1333,23.3,94,98,1.21,GN,1694913137
392,maragogi,-9.0122,-35.2225,23.91,85,20,4.42,BR,1694913138
393,kourou,5.1552,-52.6478,28.03,83,91,4.72,GF,1694913139
394,bejaia,36.7559,5.0843,30.44,30,100,6.66,DZ,1694913139
395,manismata,-2.4667,111.0333,28.11,70,80,1.98,ID,1694913140
396,forbes,-33.3833,148.0167,27.4,19,0,2.79,AU,1694913140
397,chepen,-7.2167,-79.45,20.93,75,65,3.55,PE,1694913141
398,playas,-2.6333,-80.3833,23.55,84,42,5.27,EC,1694913142
399,mulki,13.1,74.8,24.6,100,75,0.0,IN,1694913142
400,richards bay,-28.783,32.0377,17.26,81,100,4.35,ZA,1694912851
401,aldama,22.9167,-98.0667,30.83,81,31,3.83,MX,1694913144
402,zhosaly,45.4878,64.0781,15.67,40,2,4.23,KZ,1694913145
403,bereket,39.2446,55.5154,19.44,28,0,4.11,TM,1694913145
404,port hedland,-20.3167,118.5667,26.03,36,87,3.09,AU,1694913146
405,zheleznodorozhnyy,55.7503,38.0042,6.87,77,11,0.83,RU,1694913146
406,laguna,38.421,-121.4238,29.69,56,0,5.14,US,1694913147
407,iranshahr,27.2025,60.6848,30.02,36,7,1.43,IR,1694913147
408,illapel,-31.6308,-71.1653,13.8,82,0,0.95,CL,1694913148
409,alofi,-19.0595,-169.9187,24.0,75,90,7.4,NU,1694913148
410,howard springs,-12.497,131.047,29.34,35,8,5.28,AU,1694913149
411,jieshi,22.8134,115.8257,27.21,80,2,2.07,CN,1694913150
412,dawson creek,55.7666,-120.2362,19.8,32,0,2.06,CA,1694913150
413,as sulayyil,20.4607,45.5779,29.53,14,6,3.99,SA,1694913151
414,hotan,37.0997,79.9269,21.33,26,57,1.51,CN,1694913151
415,bamboo flat,11.7,92.7167,27.05,89,100,3.6,IN,1694913153
416,thurso,58.5927,-3.5259,6.14,86,79,3.69,GB,1694913153
417,sabang,5.8933,95.3214,26.98,77,100,4.15,ID,1694913154
418,tan-tan,28.438,-11.1032,20.14,88,3,3.19,MA,1694913154
419,mto wa mbu,-3.35,35.85,19.27,85,19,1.53,TZ,1694913155
420,bolbec,49.5732,0.4734,19.45,81,100,2.88,FR,1694913156
421,minas de marcona,-15.2119,-75.1103,14.46,79,100,2.76,PE,1694913156
422,palmer,42.1584,-72.3287,18.78,70,100,3.38,US,1694912923
423,berezovyy,51.6667,135.7,18.12,45,5,0.98,RU,1694913056
424,dunlap,41.6378,-85.9217,18.29,85,0,1.54,US,1694913076
425,palikir - national government center,6.9248,158.1611,28.47,84,100,1.54,FM,1694913159
426,carrizo springs,28.5219,-99.8606,32.34,45,40,0.0,US,1694913159
427,pallasovka,50.05,46.8833,15.2,70,98,3.43,RU,1694913160
428,aykhal,66.0,111.5,1.14,100,100,1.27,RU,1694913160
429,nola,40.922,14.5329,23.68,89,7,0.64,IT,1694913161
430,muravlenko,63.7898,74.523,9.66,90,79,3.16,RU,1694913161
431,ust'-charyshskaya pristan',52.3934,83.6635,11.53,87,85,0.43,RU,1694913162
432,balurghat,25.2167,88.7667,28.39,77,7,0.57,IN,1694913163
433,kerikeri,-35.2268,173.9474,18.79,49,0,3.9,NZ,1694913163
434,yauya,-8.9833,-77.3,11.98,66,98,2.77,PE,1694913164
435,primorskiy,43.0983,131.5875,17.85,96,100,2.69,RU,1694913164
436,afonso claudio,-20.0742,-41.1239,19.47,94,0,0.9,BR,1694913077
437,mesquite,32.7668,-96.5992,27.99,61,0,0.0,US,1694913165
438,kani keli,-12.9536,45.1033,21.59,73,100,2.96,YT,1694913166
439,trujillo,-8.116,-79.03,19.98,83,75,4.12,PE,1694913167
440,albania,41.0,20.0,21.42,67,100,0.32,AL,1694913167
441,manta,-0.95,-80.7333,24.88,73,20,4.12,EC,1694913042
442,nabire,-3.3667,135.4833,29.15,67,100,1.52,ID,1694912983
443,porto novo,6.4965,2.6036,24.9,89,100,3.81,BJ,1694913169
444,mejit,10.2753,170.8646,28.59,81,100,7.91,MH,1694913169
445,nova vicosa,-17.8919,-39.3719,23.42,83,6,3.3,BR,1694913170
446,norilsk,69.3535,88.2027,0.79,93,58,1.66,RU,1694912990
447,zapala,-38.8992,-70.0544,3.22,52,0,11.58,AR,1694913171
448,tofol,5.3248,163.0078,30.88,79,75,2.57,FM,1694913171
449,ginir,7.1333,40.7,15.98,75,51,2.24,ET,1694913172
450,tokar,18.4254,37.729,28.95,68,7,0.53,SD,1694913172
451,nili,33.7218,66.1302,17.1,31,0,2.01,AF,1694913173
452,praia da vitoria,38.7333,-27.0667,20.14,77,40,3.17,PT,1694913174
453,chelm,51.1431,23.4716,11.62,82,0,4.1,PL,1694913174
454,colotlan,22.1,-103.2667,19.05,80,85,1.79,MX,1694913175
455,tosontsengel,48.7567,98.2839,3.74,95,100,1.78,MN,1694913175
456,cabedelo,-6.9811,-34.8339,24.37,85,100,5.22,BR,1694913176
457,charters towers,-20.1,146.2667,25.38,31,0,7.38,AU,1694913176
458,miri,4.4148,114.0089,26.53,85,100,2.44,MY,1694913177
459,kailua-kona,19.6406,-155.9956,29.98,82,75,7.2,US,1694913119
460,oum hadjer,13.2954,19.6966,27.5,68,100,3.01,TD,1694913178
461,taltal,-25.4,-70.4833,15.56,86,2,0.79,CL,1694913178
462,farafangana,-22.8167,47.8333,19.9,87,1,3.21,MG,1694913180
463,xacmaz,41.4635,48.806,17.56,71,9,2.76,AZ,1694913180
464,sinabang,2.4803,96.3801,25.44,88,100,3.65,ID,1694913181
465,mariinsk,56.2139,87.7472,10.3,83,58,0.75,RU,1694913181
466,funafuti,-8.5243,179.1942,32.0,84,40,3.09,TV,1694913182
467,bishkul,54.7803,69.1033,8.19,93,0,1.0,KZ,1694913183
468,zahedan,29.4963,60.8629,18.8,24,2,0.76,IR,1694913183
469,belmonte,-15.8631,-38.8828,23.5,79,0,2.95,BR,1694913021
470,kupang,-10.1667,123.5833,30.32,39,20,9.77,ID,1694913184
471,edd,13.9297,41.6925,31.76,67,98,2.64,ER,1694913185
472,autazes,-3.5797,-59.1306,29.91,43,100,1.37,BR,1694913185
473,sovetskaya gavan',48.9723,140.2878,18.79,43,100,0.91,RU,1694913186
474,la ronge,55.1001,-105.2842,18.07,46,68,3.37,CA,1694913061
475,chapaev,50.2,51.1667,12.28,79,2,2.15,KZ,1694913098
476,minneola,28.5744,-81.7462,28.28,84,91,4.02,US,1694912932
477,ust'-ilimsk,58.0006,102.6619,12.06,72,9,0.74,RU,1694913188
478,port macquarie,-31.4333,152.9167,27.16,38,0,3.47,AU,1694913189
479,chongwe,-15.3292,28.682,20.01,35,0,1.23,ZM,1694913189
480,san felipe,10.3399,-68.7425,23.08,97,92,0.29,VE,1694913190
481,logansport,40.7545,-86.3567,18.36,79,0,1.54,US,1694913163
482,phan rang-thap cham,11.5667,108.9833,29.12,67,41,1.32,VN,1694913191
483,shelbyville,35.4834,-86.4603,21.4,1,100,1.04,US,1694913191
484,harlingen,26.1906,-97.6961,30.95,91,100,6.47,US,1694912939
485,swift current,50.2834,-107.8014,23.45,18,0,4.12,CA,1694913193
486,benguela,-12.5763,13.4055,21.57,91,1,1.21,AO,1694913089
487,ephraim,39.3597,-111.5863,20.85,33,1,0.32,US,1694913194
488,prince rupert,54.3161,-130.3201,13.75,65,96,4.03,CA,1694913078
489,mwene-ditu,-7.0,23.45,23.38,49,76,1.32,CD,1694913195
490,atafu village,-8.5421,-172.5159,28.88,76,16,6.12,TK,1694913032
491,cadale,2.7603,46.3222,24.96,83,75,6.28,SO,1694913045
492,novodvinsk,64.4165,40.8122,9.92,97,100,2.3,RU,1694913196
493,matiari,25.5961,68.4467,29.38,64,99,3.3,PK,1694913197
494,hanzhong,33.0728,107.0303,22.75,87,100,0.87,CN,1694913197
495,flin flon,54.7682,-101.865,15.0,64,14,3.08,CA,1694913198
496,bonthe,7.5264,-12.505,25.07,89,100,2.85,SL,1694913040
497,chernushka,56.5072,56.0766,10.68,89,82,2.15,RU,1694913199
498,berezovo,63.9381,65.0419,11.65,76,94,2.68,RU,1694913200
499,portland,45.5234,-122.6762,29.99,47,20,3.6,US,1694913200
500,santa rosa de lima,13.6247,-87.8936,30.0,73,66,0.41,SV,1694913201
501,vanimo,-2.6741,141.3028,27.3,82,97,1.96,PG,1694913201
502,carlos chagas,-17.7031,-40.7664,23.61,81,99,3.54,BR,1694913202
503,novyy urgal,51.0736,132.5642,13.49,60,13,0.52,RU,1694913202
504,ponta delgada,37.7333,-25.6667,19.4,68,40,1.54,PT,1694913204
505,paraty,-23.2178,-44.7131,21.46,82,0,1.65,BR,1694913205
506,canutama,-6.5339,-64.3831,28.88,37,85,1.16,BR,1694913205
507,rahimatpur,17.6,74.2,20.73,92,100,3.69,IN,1694913206
508,al kharj,24.155,47.3346,30.32,19,7,2.59,SA,1694913206
509,gornozavodsk,58.3758,58.3211,8.9,93,63,0.63,RU,1694913207
510,grand falls-windsor,48.9332,-55.6649,20.28,95,100,2.24,CA,1694913207
511,tionk essil,12.7856,-16.5217,25.03,88,97,1.34,SN,1694913208
512,sibi,29.5448,67.8764,33.3,40,5,1.16,PK,1694913208
513,villa gesell,-37.2639,-56.973,11.7,70,24,2.35,AR,1694912922
514,waingapu,-9.6567,120.2641,28.36,60,99,6.8,ID,1694913209
515,port moresby,-9.4431,147.1797,26.81,51,84,4.4,PG,1694913210
516,saulkrasti,57.2622,24.4147,11.62,74,100,5.8,LV,1694913210
517,guichon,-32.35,-57.2,18.2,90,0,3.51,UY,1694912959
518,fauske,67.2588,15.3918,9.02,80,100,2.67,NO,1694913211
519,espanola,35.9911,-106.0806,23.41,38,6,0.97,US,1694913212
520,korla,41.7597,86.1469,17.85,34,0,2.08,CN,1694913213
521,coahuayana de hidalgo,18.7,-103.6583,26.87,85,100,0.89,MX,1694913213
522,caxito,-8.5785,13.6643,23.71,85,100,2.41,AO,1694913214
523,posse,-14.0931,-46.3694,26.79,37,56,3.88,BR,1694912922
524,felipe carrillo puerto,19.5833,-88.05,27.08,80,1,2.03,MX,1694913215
525,sur,22.5667,59.5289,28.71,69,100,3.06,OM,1694913215
526,la'ie,21.6477,-157.9253,31.98,66,43,4.02,US,1694913216
527,zhigalovo,54.8097,105.1578,11.6,65,14,0.92,RU,1694913216
528,saint-francois,46.4154,3.9054,16.49,100,0,0.51,FR,1694913217
529,zhukovka,53.534,33.728,6.44,86,10,1.72,RU,1694913217
530,coeur d'alene,47.6777,-116.7805,29.71,24,0,2.06,US,1694913120
531,sao joao da barra,-21.6403,-41.0511,21.73,93,0,5.01,BR,1694913105
532,nadi,-17.8,177.4167,29.0,74,40,5.66,FJ,1694913219
533,illizi,26.4833,8.4667,28.01,15,0,6.72,DZ,1694913219
534,bokani,9.4333,5.2,23.22,97,100,1.86,NG,1694913220
535,koulikoro,14.0,-7.75,25.18,78,100,2.31,ML,1694913221
536,charqueadas,-29.9547,-51.6253,20.29,85,0,1.6,BR,1694913221
537,naze,28.3667,129.4833,29.51,76,20,3.78,JP,1694913222
538,ecka,45.3186,20.4428,18.01,69,98,5.36,RS,1694913222
539,as saffaniyah,27.9708,48.73,32.02,31,0,5.74,SA,1694913223
540,piti village,13.4626,144.6933,30.17,85,40,4.12,GU,1694913223
541,kushiro,42.975,144.3747,23.53,73,75,2.57,JP,1694913224
542,najran,17.4924,44.1277,23.36,23,8,1.05,SA,1694913224
543,yanchep,-31.55,115.6833,17.01,60,0,5.63,AU,1694913225
544,alice springs,-23.7,133.8833,29.75,9,0,5.66,AU,1694913225
545,mosjoen,65.836,13.1908,6.29,93,75,0.51,NO,1694913226
546,errachidia,31.9275,-4.4285,27.03,19,0,1.03,MA,1694913227
547,puerto asis,0.5133,-76.5007,23.27,75,100,1.08,CO,1694913227
548,privas,44.5833,4.5,18.46,90,100,1.2,FR,1694913228
549,puerto ayacucho,5.6639,-67.6236,24.72,90,100,1.71,VE,1694913228
550,pechora,65.1472,57.2244,7.26,92,100,2.85,RU,1694913229
551,andreapol',56.6513,32.2664,5.87,84,98,2.28,RU,1694913229
552,moyynkum,44.2914,72.9469,14.25,49,0,5.08,KZ,1694913230
553,guerrero negro,27.9769,-114.0611,21.08,72,29,8.36,MX,1694913231
554,miyako,39.6367,141.9525,25.28,78,88,2.99,JP,1694913231
555,marmaris,36.855,28.2742,26.17,37,1,3.23,TR,1694913074
556,koryazhma,61.3143,47.1691,6.62,94,100,2.5,RU,1694913232
557,jalalpur,32.6374,74.2183,26.93,83,20,0.0,PK,1694913233
558,bardai,11.65,7.2333,21.82,91,100,2.96,NG,1694913233
559,lompoc,34.6391,-120.4579,23.34,77,75,8.05,US,1694912952
560,tamiahua,21.2667,-97.45,28.32,82,10,3.86,MX,1694913234
561,kalmunai,7.4167,81.8167,26.6,79,82,5.44,LK,1694913235
562,pizarro,4.9533,-77.366,25.92,88,100,2.48,CO,1694913235
563,makarov,48.6333,142.8,18.41,51,98,3.77,RU,1694913236
564,kristiansund,63.1115,7.732,8.36,87,100,1.54,NO,1694913236
